customer_id,customer_name,total_revenue,customer_segment
19609,Douglas Hammond,3920.35,Low Value
71011,Patrick Jensen,3920.2799999999997,Low Value
75954,Joshua Martin,3919.5599999999995,Low Value
18184,Amber Williams,3919.4900000000002,Low Value
66250,Troy Watson,3919.47,Low Value
55688,Carlos Todd,3919.41,Low Value
4913,Arthur Howard,3919.18,Low Value
76884,Anne Summers Md,3919.07,Low Value
34341,Brandon Rice,3918.99,Low Value
19558,Sally Mendoza,3918.9400000000005,Low Value
90553,Chase Peck,3918.79,Low Value
91625,Andrew Bailey,3918.7700000000004,Low Value
10831,Anne Martin,3918.7200000000003,Low Value
31465,David Brown,3918.6400000000003,Low Value
12613,Craig Pratt,3918.63,Low Value
15442,John Hale,3918.54,Low Value
47109,Deanna Stafford,3918.05,Low Value
47708,Lisa Pena,3917.92,Low Value
77266,Tiffany Estrada,3917.67,Low Value
56652,Shawn Williams,3917.5699999999997,Low Value
52397,Samuel Flores,3917.4399999999996,Low Value
58402,Deborah Davis,3916.8799999999997,Low Value
55708,Anthony Harvey,3916.65,Low Value
20874,Kyle Lee,3916.46,Low Value
83764,Kristopher Montoya,3916.44,Low Value
97191,Amy Li,3916.19,Low Value
25485,Joy Nguyen,3915.92,Low Value
15441,Gene Perez,3915.89,Low Value
35542,Alejandro Nelson,3915.5000000000005,Low Value
24779,James Martin,3915.34,Low Value
55251,Ashley Cobb,3915.2,Low Value
9641,Travis Hill,3914.88,Low Value
80000,Tracy Carter,3914.81,Low Value
4238,Barbara Beck,3914.12,Low Value
78565,Mary Jackson,3914.08,Low Value
35987,Mason Rodriguez,3914.0,Low Value
30593,Robert Bowen,3913.9999999999995,Low Value
14284,Gina Todd,3913.97,Low Value
91773,Frank Velasquez,3913.8,Low Value
43264,Kimberly Barnes,3913.75,Low Value
66449,Rebecca Boyle,3913.62,Low Value
83662,Scott Fowler,3913.42,Low Value
46638,Anna Marshall,3913.16,Low Value
75507,Brooke Williams,3913.04,Low Value
35757,Katrina Hughes,3912.36,Low Value
51553,Anthony Ingram,3912.3099999999995,Low Value
61605,James Campbell,3912.3,Low Value
74428,Shannon Perez,3912.29,Low Value
365,Nathan Mckinney,3912.27,Low Value
68114,Elizabeth Walters,3912.24,Low Value
52032,George Hall,3911.7,Low Value
5394,Judy Martinez,3911.69,Low Value
34820,William Griffin Ii,3911.6099999999997,Low Value
89358,Nancy Jones,3911.56,Low Value
86531,Beth Mason,3911.55,Low Value
68551,Shane Jackson,3911.34,Low Value
48330,Madison Powell,3911.12,Low Value
31572,Jose Price,3911.0299999999997,Low Value
66016,Wanda Harris,3910.84,Low Value
63952,Brittany Glenn,3910.38,Low Value
77885,Erica Moreno,3910.2,Low Value
61438,Andrew Francis,3910.16,Low Value
22793,Lisa Smith,3909.57,Low Value
37821,Teresa Douglas,3909.56,Low Value
67322,Kenneth Gonzales,3909.3800000000006,Low Value
46469,Laura Sutton,3909.3,Low Value
13853,Michelle Lewis,3909.07,Low Value
68418,Kimberly Bennett,3908.98,Low Value
246,Abigail Schneider,3908.97,Low Value
23848,Mark Jones,3908.85,Low Value
60856,Marc Figueroa,3908.63,Low Value
46710,Cory Lee,3908.5600000000004,Low Value
94067,Heather Weaver,3907.59,Low Value
22337,Donald Franklin,3907.46,Low Value
967,Samuel Townsend,3906.85,Low Value
68897,Julie Hernandez,3906.69,Low Value
97035,Christopher Rodriguez,3906.62,Low Value
6236,Margaret Rivera,3906.34,Low Value
5855,Crystal Ortiz,3906.25,Low Value
19650,Gabriel Kirk,3906.02,Low Value
96207,Sarah Murray,3905.96,Low Value
92501,Hannah Sanders,3905.54,Low Value
30198,Judith Norris,3905.5,Low Value
58403,David Nelson,3905.46,Low Value
23212,Christopher Allen,3905.11,Low Value
71160,Derrick Galvan,3904.78,Low Value
25733,Daniel Stevenson,3904.57,Low Value
9544,Mary Johnson,3904.44,Low Value
44912,Frederick Davis,3904.44,Low Value
96665,Luke Mckenzie,3904.03,Low Value
96455,Mark Russell,3904.01,Low Value
76158,Michael Nelson,3904.0,Low Value
85670,Shannon Johnston,3903.9800000000005,Low Value
63337,Victoria Thomas,3903.84,Low Value
30899,Chris Reed,3903.74,Low Value
24344,Kelly Bryant,3903.73,Low Value
83264,David Harris,3903.3900000000003,Low Value
80500,Michelle Miller,3903.24,Low Value
69519,Paul Thompson,3903.23,Low Value
72333,Cynthia Cooper,3903.0699999999997,Low Value
41793,Gabrielle Mitchell,3903.0,Low Value
2094,Julie Castro,3902.78,Low Value
70295,John King,3902.34,Low Value
54960,Tonya Garcia,3901.7799999999997,Low Value
3124,Angela Maxwell,3901.6400000000003,Low Value
33681,Tracy Harper,3901.6000000000004,Low Value
90732,Steven Padilla,3901.3,Low Value
72676,Megan Giles,3901.29,Low Value
47220,Rachel Villarreal,3900.9799999999996,Low Value
43583,Kaitlyn Howard,3900.82,Low Value
61586,David Preston,3900.49,Low Value
93983,Alfred Robinson,3900.42,Low Value
90008,Andrew Nolan,3900.34,Low Value
25027,Allen Ward,3900.1900000000005,Low Value
2285,Beth Carter,3899.94,Low Value
52128,Adam Richardson,3899.73,Low Value
16802,Jeffrey Howard,3899.69,Low Value
48687,Jamie Hoffman,3899.59,Low Value
80963,Lauren Sutton,3899.52,Low Value
29297,Richard Lopez,3899.4300000000003,Low Value
7246,James Marshall,3899.24,Low Value
30146,Maria Odonnell,3899.22,Low Value
83090,Cody Wong,3898.31,Low Value
40135,Stephen Salazar,3898.25,Low Value
62407,Heidi Stevens,3898.0099999999998,Low Value
69185,Diana Martin,3898.0,Low Value
50212,Jose Smith,3897.78,Low Value
12330,Meagan Taylor,3897.28,Low Value
27817,Gregory Gomez,3897.27,Low Value
95016,Alejandro Diaz,3897.1,Low Value
27351,Hannah Baker,3896.96,Low Value
48933,Jennifer Brown,3896.95,Low Value
97348,Sharon Beck,3896.8999999999996,Low Value
6676,Thomas Owens,3896.34,Low Value
40346,Monica Cochran,3896.31,Low Value
69275,Alexander Cook,3896.17,Low Value
98047,Veronica Cantu,3895.92,Low Value
8477,Noah Mann,3895.88,Low Value
24490,Raymond Bender,3895.85,Low Value
57813,Andrew Scott,3895.81,Low Value
13715,Grant Brooks,3895.77,Low Value
98871,Kimberly Gay,3895.54,Low Value
80160,Phillip Franklin,3895.0099999999998,Low Value
27732,Christopher Dean,3894.79,Low Value
69831,David Smith,3894.4399999999996,Low Value
51429,Jacob Walker Md,3894.2700000000004,Low Value
67668,Stephen Cannon,3894.27,Low Value
61377,Craig Smith,3894.14,Low Value
66563,Jeremy Shaw,3894.1,Low Value
92445,John Hunter,3893.88,Low Value
7537,Brandon Floyd,3893.42,Low Value
26144,Shannon Martinez,3893.3,Low Value
3291,Eric Holland,3892.96,Low Value
61226,Jonathan Morrison,3892.95,Low Value
73575,Jessica Rivera,3892.59,Low Value
13864,Kristin Daugherty,3892.49,Low Value
76323,Jennifer Flores,3892.3100000000004,Low Value
27687,Kelly Garcia,3892.31,Low Value
65418,Meredith Mann,3892.24,Low Value
60793,Hannah Santana,3892.19,Low Value
65472,Natalie Hernandez,3892.0899999999997,Low Value
68649,Jeffrey Gill,3891.76,Low Value
62052,Brian Fuller,3891.44,Low Value
53948,Carolyn Powell Dds,3891.4399999999996,Low Value
55533,Jay Ball,3891.34,Low Value
3368,Tommy Harrington,3891.24,Low Value
12315,Gabriela West,3891.21,Low Value
9968,Ryan Knight,3891.17,Low Value
10836,Heather Hernandez Dvm,3891.0499999999997,Low Value
39251,Larry Fischer,3891.04,Low Value
78597,Carl Jones,3890.9100000000003,Low Value
55473,Dylan Wilson,3890.87,Low Value
36845,Linda Hunt,3890.47,Low Value
36035,Travis Thomas,3890.42,Low Value
36035,Travis Thomas,3890.42,Low Value
76856,Tammy Pham,3890.37,Low Value
5424,Amanda Jensen,3890.17,Low Value
25284,Amy Villa,3890.0999999999995,Low Value
81630,Sharon Hall,3890.0299999999997,Low Value
34427,Daniel Banks,3890.02,Low Value
2159,Destiny Herrera,3889.98,Low Value
5760,Dr. Rachel Donaldson,3889.8999999999996,Low Value
25112,Nathan Bell,3889.7200000000003,Low Value
397,Brandon Williams,3889.62,Low Value
49073,Dwayne Johnson,3889.61,Low Value
24,William James,3889.5399999999995,Low Value
4027,Jennifer Morris,3889.37,Low Value
85269,Elizabeth Shaw,3889.17,Low Value
35377,Ms. Crystal Watkins,3888.98,Low Value
32780,Susan Hoffman,3888.81,Low Value
64433,Beth Gonzalez,3888.7799999999997,Low Value
63423,Jesse Floyd,3888.58,Low Value
25567,Stephen Valdez,3888.2700000000004,Low Value
45668,Thomas Gross,3887.9,Low Value
2511,Amber Strong,3887.5699999999997,Low Value
91046,Jonathan Peterson,3887.03,Low Value
15123,Erica Gomez,3886.8999999999996,Low Value
4746,Amber Bell,3886.87,Low Value
18319,Jessica Rhodes,3886.7999999999997,Low Value
2217,Vanessa Martinez,3886.7799999999997,Low Value
34965,Matthew Gray,3886.46,Low Value
91950,Leah Medina,3886.35,Low Value
63345,Andrew Torres,3886.21,Low Value
69687,Rebecca Thompson,3886.0,Low Value
15322,Holly Jones,3885.8,Low Value
3001,Steven Cunningham,3885.71,Low Value
52179,Kimberly Curry,3885.54,Low Value
13229,Aaron Reeves,3885.45,Low Value
67311,Shelley Osborne,3885.24,Low Value
88783,Sharon Jones,3885.21,Low Value
58681,Adam Christensen,3885.19,Low Value
60433,Mary Little,3885.19,Low Value
72526,Alexis Gibson,3884.7200000000003,Low Value
83526,Nicole Huff,3884.6699999999996,Low Value
82336,Kathryn Mcmahon,3884.55,Low Value
78510,Sarah Wilson,3884.53,Low Value
70633,Sharon Salazar,3884.31,Low Value
17634,Melissa Garcia,3884.1000000000004,Low Value
81280,Allison Gilbert,3884.08,Low Value
52630,Kelly Anderson Md,3884.0299999999997,Low Value
7508,Theodore Hill,3883.5999999999995,Low Value
72138,Scott Tyler,3883.12,Low Value
73946,Christopher Chavez,3883.06,Low Value
33453,Mary White,3882.81,Low Value
81148,Michelle Arellano,3882.34,Low Value
52600,Joshua Woodward,3882.32,Low Value
87758,Timothy Brewer,3881.9,Low Value
92707,Andrea Jones,3881.59,Low Value
46910,John Hunter,3881.4400000000005,Low Value
67676,Sharon Burton,3881.3500000000004,Low Value
37055,Nancy Nguyen,3881.1400000000003,Low Value
47476,Sara Crawford,3881.13,Low Value
46350,Troy Aguilar,3880.9799999999996,Low Value
84576,Angela Hart,3880.9500000000003,Low Value
95654,Carol Stark,3880.34,Low Value
30860,Paul Huff,3880.3,Low Value
98791,Sharon Garza,3880.1600000000003,Low Value
54604,Andrew Knox,3879.98,Low Value
5065,Wendy Lopez,3879.95,Low Value
97347,James Peters,3879.87,Low Value
18214,Diana Goodwin,3879.46,Low Value
86566,Kerry Castro,3879.34,Low Value
90257,Victor Gilbert,3879.17,Low Value
1219,Craig Sullivan,3878.83,Low Value
67852,Spencer Romero,3878.55,Low Value
32298,Stephen Reed,3878.47,Low Value
19574,Andrea Peterson,3878.06,Low Value
2859,Gregory Hawkins,3878.04,Low Value
54781,Carolyn Ortiz,3877.88,Low Value
91227,Kristina Morgan,3877.73,Low Value
67361,Linda Orr,3877.55,Low Value
4734,Erin Mays,3877.5,Low Value
65089,Jenny Zimmerman,3877.31,Low Value
56551,Dustin Richmond,3877.18,Low Value
21025,Elizabeth Holmes,3877.09,Low Value
61235,Sylvia Pittman,3876.62,Low Value
24889,Valerie Jackson,3876.38,Low Value
80113,Seth Jackson,3876.2699999999995,Low Value
4055,Tyler Washington,3876.0899999999997,Low Value
58912,Kenneth Frey,3875.78,Low Value
26537,Mckenzie Brown,3875.63,Low Value
4719,Christopher Taylor,3875.16,Low Value
45644,Ryan Stephens,3875.1,Low Value
2681,Mark Wright,3874.81,Low Value
96180,Rebekah Robbins,3874.78,Low Value
64664,Jeremiah Sullivan,3874.71,Low Value
82791,Crystal Lee Md,3874.6299999999997,Low Value
44778,Jason Smith,3874.56,Low Value
88716,Michael Rubio,3874.51,Low Value
91102,Christina Lee,3874.3599999999997,Low Value
76606,Janet Bates,3874.33,Low Value
45246,Denise Jordan,3874.32,Low Value
50492,Mathew Larsen,3874.26,Low Value
79881,David King,3874.21,Low Value
89931,Mariah Lee,3873.75,Low Value
31368,Stacy Michael,3873.7,Low Value
31948,Alejandro Brown,3873.66,Low Value
15685,Jacqueline Ward,3873.4,Low Value
3257,David Hayden,3872.79,Low Value
54876,Ashley Schneider,3872.6899999999996,Low Value
53928,Karen Nguyen,3872.52,Low Value
16340,Timothy Phillips,3872.46,Low Value
63718,Daniel Leon,3872.41,Low Value
77963,Yvette Gates,3872.39,Low Value
24944,Cody Andrews,3872.38,Low Value
52640,Kimberly Duran,3872.28,Low Value
11257,Lorraine Gonzalez,3872.02,Low Value
56967,Cynthia Willis,3872.01,Low Value
81970,Donald Myers,3871.94,Low Value
69407,Larry Morgan,3871.8999999999996,Low Value
51413,Juan Cook,3871.37,Low Value
29404,Joseph Snow,3871.06,Low Value
82825,Sonya Stevenson,3870.9900000000002,Low Value
38572,Terri Freeman,3870.88,Low Value
2013,Steven Fuller,3870.87,Low Value
28050,Shelley Rose,3870.79,Low Value
49044,Daniel White,3870.35,Low Value
45783,Stephen Fernandez,3869.94,Low Value
23318,Laura Alvarez,3869.62,Low Value
50109,Christopher Potts,3869.34,Low Value
92688,Matthew Gutierrez,3868.77,Low Value
53010,Amber Harris,3868.48,Low Value
98559,Michael Rojas,3868.38,Low Value
82117,Sara Hoffman,3868.26,Low Value
94534,Ian Spencer,3868.24,Low Value
48047,Krista Harding,3868.23,Low Value
93362,Christopher Neal,3868.21,Low Value
7798,Carolyn Walker,3868.12,Low Value
32082,Tammie Pennington,3868.05,Low Value
70781,Tracy Larson,3868.01,Low Value
53715,Annette Howell,3867.9,Low Value
37156,Kenneth Sawyer,3867.5600000000004,Low Value
29515,Rachel Moore,3867.23,Low Value
23839,Aaron Sandoval,3867.11,Low Value
15971,Linda Kennedy Dds,3866.66,Low Value
47997,Joanna Bonilla,3866.5000000000005,Low Value
26864,Antonio Allen,3866.42,Low Value
80786,Kevin Barton,3866.1800000000003,Low Value
28921,Sean Mcintosh,3866.15,Low Value
44688,Deborah Strickland,3865.38,Low Value
37631,Tina Roberts,3865.32,Low Value
34730,James Cabrera,3865.19,Low Value
11052,Kathryn Boone,3865.09,Low Value
6390,Mary Smith,3865.05,Low Value
22375,Julie Wilson,3864.77,Low Value
85168,Lauren Boone,3864.76,Low Value
87593,Kevin Maldonado,3864.56,Low Value
22167,Anne Harris,3864.4599999999996,Low Value
82841,Nicholas Thompson,3864.42,Low Value
57969,Laura Underwood,3864.42,Low Value
92505,Steven Reeves,3864.4,Low Value
10636,Juan Ryan,3864.33,Low Value
44203,Jorge Shaffer,3864.27,Low Value
9506,Amanda Thompson,3864.18,Low Value
82682,Kelsey Long,3864.07,Low Value
89484,Jonathan Thornton,3863.96,Low Value
67590,Gabriella Larson,3863.93,Low Value
58228,Debra Luna,3863.54,Low Value
19418,Joseph Santiago,3863.52,Low Value
33281,Matthew Foster,3863.3099999999995,Low Value
82698,Hector Morales,3863.1099999999997,Low Value
65548,Candice Lynch,3863.1,Low Value
36939,Angela Chapman,3862.88,Low Value
95960,Steven Hammond,3862.81,Low Value
95242,Taylor Holmes,3862.61,Low Value
48533,Hunter Smith,3862.58,Low Value
88842,Patrick Martin,3862.37,Low Value
25994,Karen Turner,3862.35,Low Value
57113,Andrew Perez,3862.34,Low Value
53181,Amy Hickman,3861.9399999999996,Low Value
51761,Mark Williams,3861.7,Low Value
18125,Brandon Haynes,3861.7,Low Value
42777,Kelsey Curtis,3861.5599999999995,Low Value
18943,Anthony Bridges,3861.2599999999998,Low Value
77867,Catherine Clark,3860.85,Low Value
48654,William Church,3860.82,Low Value
55228,Megan Wallace,3860.6400000000003,Low Value
79512,Monica Ramos,3860.6400000000003,Low Value
10153,Joseph Brown,3860.46,Low Value
58064,Mr. Bryan Wagner,3860.45,Low Value
76352,Matthew Lin,3860.39,Low Value
48087,Larry Peterson,3860.34,Low Value
96937,John Reed,3860.12,Low Value
96937,John Reed,3860.12,Low Value
27637,Jason Davis,3860.0600000000004,Low Value
87558,Sarah Ewing,3859.7799999999997,Low Value
83910,Rachel Larson Phd,3859.77,Low Value
83910,Rachel Larson Phd,3859.77,Low Value
73494,Carla Bennett,3859.6000000000004,Low Value
97808,Timothy James,3859.55,Low Value
16153,Beth Mendez,3859.54,Low Value
22063,Michael Gonzalez,3859.46,Low Value
88732,John Burgess,3859.35,Low Value
5646,Patricia Munoz,3859.2799999999997,Low Value
39942,Tommy Hernandez,3859.25,Low Value
23768,Anthony Welch,3859.24,Low Value
76267,Jay Stevens,3859.14,Low Value
62983,Sara Hood,3858.96,Low Value
89248,Robert Chavez,3858.85,Low Value
22539,Richard Cook,3858.48,Low Value
71650,Wanda Powers,3858.2799999999997,Low Value
54615,Michelle Gomez,3857.84,Low Value
60814,John Thompson,3857.67,Low Value
82253,Benjamin Hall,3857.33,Low Value
51308,Kevin French,3857.2500000000005,Low Value
67857,Darrell Tucker,3857.25,Low Value
78356,Amy Reeves,3857.12,Low Value
72042,Christopher Walker,3856.88,Low Value
81272,Kimberly Yang,3856.67,Low Value
32281,Sue Ayala,3856.6099999999997,Low Value
55451,Wendy Mercer,3856.07,Low Value
21733,Donna Washington,3856.0099999999998,Low Value
44856,Connie Cooper,3855.71,Low Value
49568,Steven Moore,3855.69,Low Value
90783,Teresa Zuniga,3855.6099999999997,Low Value
24576,Valerie Ellis,3855.11,Low Value
34945,Daniel Welch,3855.08,Low Value
60467,Garrett Williams,3854.9100000000003,Low Value
8288,Cathy Moreno,3854.6499999999996,Low Value
78371,Sarah Sexton,3854.49,Low Value
39325,Victoria Davis,3854.4400000000005,Low Value
91977,Jonathan Snyder,3854.34,Low Value
52540,Corey Gonzalez,3854.01,Low Value
68994,Dustin Bowers,3853.9000000000005,Low Value
12489,Matthew Estrada,3853.7200000000003,Low Value
21861,Brent Moore,3853.69,Low Value
76266,Jennifer Cox,3853.65,Low Value
98163,Caitlin Rodriguez,3853.54,Low Value
31693,Charles Hudson,3853.5199999999995,Low Value
65917,Sharon Campbell,3853.4500000000003,Low Value
52069,Morgan Johns,3853.3100000000004,Low Value
40564,Sheila Hartman,3853.12,Low Value
94839,Jamie Hardy,3852.74,Low Value
37451,Robert Woods,3852.17,Low Value
56922,Michael Johnson,3852.1400000000003,Low Value
92003,Sarah Savage,3852.08,Low Value
41942,Richard Parker,3851.76,Low Value
36430,Rachel Noble,3851.74,Low Value
1479,Terri Brown,3851.0,Low Value
4489,Lisa Barrett,3850.82,Low Value
3421,Leslie Vaughn,3850.45,Low Value
27466,Natalie Hill,3850.1400000000003,Low Value
35295,Tracie Henderson,3850.04,Low Value
15245,Matthew Schwartz,3849.99,Low Value
54180,Debra Gregory,3849.97,Low Value
70878,Matthew Smith,3849.9,Low Value
81078,Mallory Cabrera,3849.74,Low Value
11109,Amanda Allen,3849.25,Low Value
2275,Raven Jackson,3849.13,Low Value
63842,Luke Cruz,3849.1000000000004,Low Value
52638,Adam Flynn,3848.9500000000003,Low Value
35271,Robert Schwartz,3848.83,Low Value
19595,Tiffany Delgado,3848.83,Low Value
52507,Jennifer Mendoza,3848.76,Low Value
52507,Jennifer Mendoza,3848.76,Low Value
36588,Craig Johnson,3848.7599999999998,Low Value
42235,Christopher Lee,3848.7400000000002,Low Value
2133,Pedro Lee,3848.34,Low Value
41586,Veronica Reyes,3848.0600000000004,Low Value
8147,Joshua Johns,3847.9500000000003,Low Value
74222,Tricia Mitchell,3847.93,Low Value
13675,Sophia Salas,3847.85,Low Value
68252,Anita Johnston,3847.8100000000004,Low Value
51258,David Gardner,3847.5800000000004,Low Value
11700,Christopher May,3847.55,Low Value
1000,Virginia Shah,3847.4300000000003,Low Value
87858,Kimberly Palmer,3846.85,Low Value
15657,Eric Smith,3846.71,Low Value
5710,Scott Andrews,3846.53,Low Value
29275,Dawn Fisher,3846.45,Low Value
36689,Jeffery Mccann,3846.42,Low Value
15294,Renee Wilson,3846.2900000000004,Low Value
64161,Nicholas Mullins,3846.12,Low Value
81935,Victoria Davis,3846.11,Low Value
56146,Janice Lee,3846.03,Low Value
56146,Janice Lee,3846.03,Low Value
71087,Sierra Walter,3845.88,Low Value
51923,Nicholas Kim,3845.85,Low Value
72599,Julie Williams,3845.17,Low Value
61038,David Herman,3844.97,Low Value
90374,Daniel Hernandez,3844.96,Low Value
20614,Kendra Murray,3844.7,Low Value
66542,Jill Taylor,3844.68,Low Value
78236,Heather Miller,3843.82,Low Value
47445,Melissa Brown,3843.7400000000002,Low Value
28164,Hailey Morris,3843.39,Low Value
91285,Robert Dean,3843.38,Low Value
99820,Patricia Reynolds,3843.1099999999997,Low Value
94441,Marie Hahn,3843.08,Low Value
34397,Andre Simmons,3843.08,Low Value
1800,Joseph Parsons,3843.08,Low Value
77336,Shelia Tran,3843.03,Low Value
34628,Brian Pena,3842.76,Low Value
46748,Louis Perez,3842.6,Low Value
90369,Mandy Brown,3842.56,Low Value
20890,Carol Riley,3842.51,Low Value
78151,Crystal Lopez,3842.25,Low Value
53165,Seth Thornton,3842.0,Low Value
67990,Holly Chapman,3841.99,Low Value
12891,Leslie Haynes,3841.88,Low Value
77835,Michael Hayes,3841.88,Low Value
11692,Michael Jones,3841.65,Low Value
70214,Lee Cobb,3841.49,Low Value
72500,Matthew Stewart,3841.3199999999997,Low Value
9736,Gregory Ellis,3841.14,Low Value
16074,Richard Hood,3841.12,Low Value
70712,Andrew Sharp,3841.12,Low Value
9762,Cynthia Stephens,3841.09,Low Value
68612,Kathleen Wood,3840.95,Low Value
27985,Mrs. Terry Barrett,3840.61,Low Value
8119,Gregory White,3840.24,Low Value
83381,Hailey Ryan,3839.95,Low Value
41844,Theodore Hayes,3839.92,Low Value
84468,Carolyn Solis,3839.8,Low Value
60969,Leslie Griffin,3839.58,Low Value
14585,Paul Sutton,3839.46,Low Value
5261,Thomas Lee,3839.3799999999997,Low Value
11895,Jeanette Erickson,3839.33,Low Value
39379,Marc Anderson,3839.25,Low Value
79239,Christina Jones,3839.24,Low Value
43159,George Harris,3839.17,Low Value
67636,Katrina Williams,3838.8,Low Value
71751,George Young Dds,3838.79,Low Value
477,Michael Price,3838.65,Low Value
30481,Eric Miller,3838.5699999999997,Low Value
46692,Joyce King Md,3838.4799999999996,Low Value
5619,Monica Shepherd,3838.2299999999996,Low Value
47591,Alexander Smith,3838.17,Low Value
97539,Antonio Tran,3838.02,Low Value
98489,Marcus Boyd,3837.7999999999997,Low Value
48139,Diane Henderson,3837.7200000000003,Low Value
85162,James Burns,3837.6400000000003,Low Value
44877,Angela Mack,3837.34,Low Value
50009,Timothy Stanley,3837.1499999999996,Low Value
66501,Steven Harris,3836.61,Low Value
9615,Cody Brooks,3836.48,Low Value
10073,Michael Barber,3836.34,Low Value
41446,Joseph Murphy,3836.2799999999997,Low Value
48709,Mr. James Kelley,3836.26,Low Value
74719,Caitlyn Collier,3835.88,Low Value
73545,Thomas Bush,3835.83,Low Value
19354,Mary Brown,3835.57,Low Value
62016,David Walters,3835.54,Low Value
59990,Jeffrey Abbott,3835.5,Low Value
13021,Stephanie Palmer,3835.43,Low Value
46908,Kimberly Simpson,3835.2900000000004,Low Value
30799,Tamara Keller,3835.14,Low Value
17279,Samantha Sanchez,3835.12,Low Value
3164,Samuel Gates,3835.0199999999995,Low Value
17331,Maria Levy,3834.93,Low Value
98543,Joseph Durham,3834.8199999999997,Low Value
29230,Michele Pena,3834.61,Low Value
66855,Craig Floyd,3834.26,Low Value
38432,Deborah Brewer,3834.25,Low Value
23740,Kimberly Johnson,3834.2400000000002,Low Value
98596,Ronald Gibson,3834.16,Low Value
37026,Jacob Rosales,3833.83,Low Value
83207,Kevin Yang,3833.81,Low Value
68793,Jennifer Weiss,3833.68,Low Value
74858,Nancy Branch,3833.52,Low Value
67815,Mary Oliver,3833.33,Low Value
37199,Justin Ellis,3833.32,Low Value
11236,Justin Kennedy,3833.12,Low Value
69298,Brandon Jones,3833.0999999999995,Low Value
71149,Charles Martin,3832.88,Low Value
24523,Brandon Stanley,3832.75,Low Value
31557,Travis Wilson,3832.48,Low Value
94626,Eric Gay,3832.06,Low Value
26418,Susan Wallace,3832.01,Low Value
98786,John Martinez,3831.94,Low Value
47193,Kenneth Lucero,3831.91,Low Value
12004,Joshua Moss,3831.89,Low Value
31816,Emily Cole,3831.73,Low Value
48263,Brandon Kim,3831.7,Low Value
70588,Cody Ball,3831.6,Low Value
37031,Gerald Harrison,3831.27,Low Value
41952,Jennifer Weeks,3831.16,Low Value
52604,Hunter Ford,3830.9700000000003,Low Value
98714,James White,3830.92,Low Value
2935,Nichole Brown,3830.8500000000004,Low Value
48035,Amber Mcconnell,3830.6800000000003,Low Value
11679,Michael Ortega,3830.62,Low Value
4074,Christopher Gomez,3830.6,Low Value
41704,Mr. Joshua Rogers,3830.53,Low Value
75231,James Gonzalez,3829.9799999999996,Low Value
74955,Jorge Davis,3829.81,Low Value
39034,Debra Gibson,3829.52,Low Value
40844,Lori Morrow,3829.51,Low Value
25508,Amy Schroeder,3829.42,Low Value
74048,Michelle Brown,3829.3900000000003,Low Value
58808,Tracie Sanders,3829.37,Low Value
48245,Angela Smith,3829.2,Low Value
94551,Ricky Bradley,3829.1099999999997,Low Value
31115,James Gray,3829.06,Low Value
40019,Jason Rivas,3828.99,Low Value
47077,Samuel Chaney,3828.9,Low Value
12440,Susan Mata,3828.8,Low Value
8608,Ronald Mccarthy,3828.8,Low Value
47345,Dr. Valerie Cochran,3828.7700000000004,Low Value
47068,Dr. Diana Gonzalez,3828.74,Low Value
4130,Brittany Smith,3828.66,Low Value
92037,Tracy Mcconnell,3828.6499999999996,Low Value
89559,Leah Maxwell,3828.61,Low Value
49675,Andrew Morris,3828.54,Low Value
64595,Joseph Wheeler,3828.4900000000002,Low Value
93929,Joel Bell,3828.47,Low Value
85132,Justin Kennedy,3828.46,Low Value
84445,Alicia Murray,3828.27,Low Value
2823,Joseph Owen,3827.59,Low Value
87812,James Smith,3827.53,Low Value
71550,Jennifer Small,3827.41,Low Value
35435,Derrick Brock,3827.29,Low Value
92777,Leslie Robinson,3827.19,Low Value
90297,Benjamin Torres,3827.15,Low Value
18786,Johnny Fletcher,3826.88,Low Value
72566,Thomas Sullivan,3826.76,Low Value
48900,Anthony Miller,3826.71,Low Value
11980,Brittney Kelley,3826.65,Low Value
31105,Raymond Gonzalez,3826.51,Low Value
62006,Tiffany Bryant,3826.23,Low Value
62006,Tiffany Bryant,3826.23,Low Value
37105,Joshua Shaw,3826.1099999999997,Low Value
60133,Bernard Cannon,3826.04,Low Value
98981,Sherri Bridges,3825.71,Low Value
2797,Miss Jessica Dean,3825.42,Low Value
95393,Anita Taylor,3825.23,Low Value
6188,Roger Curry,3825.02,Low Value
28638,Jesse Watson,3824.88,Low Value
3137,James Mcgee,3824.7200000000003,Low Value
67975,Mrs. Donna Fernandez,3824.64,Low Value
23352,Denise Gonzalez,3824.36,Low Value
8185,Tracy Mcmillan,3824.25,Low Value
33843,Erica Mcneil,3824.06,Low Value
31174,Sabrina Bryant,3823.86,Low Value
57916,Edwin Wiggins,3823.8,Low Value
89187,Jeffrey Vasquez,3823.77,Low Value
55606,James Ho,3823.52,Low Value
158,Nicholas Thomas,3823.4900000000002,Low Value
1123,Aaron Sharp,3823.45,Low Value
85392,Jennifer Yang,3823.3900000000003,Low Value
46507,Gabrielle Carter,3822.88,Low Value
22248,Noah King,3822.7599999999998,Low Value
37522,Gary Kim,3822.4700000000003,Low Value
76293,Andrew Robinson,3822.19,Low Value
2459,Laura Henderson,3822.01,Low Value
67910,Megan Bonilla,3822.0099999999998,Low Value
79981,Jason Mitchell,3821.72,Low Value
